idx;id;sci_name;com_name;class;order
891;2865;Caprimulgus batesi;Bates's Nightjar;Aves;Caprimulgiformes
892;2867;Caprimulgus clarus;Slender-tailed Nightjar;Aves;Caprimulgiformes
893;2868;Caprimulgus climacurus;Long-tailed Nightjar;Aves;Caprimulgiformes
894;2870;Caprimulgus donaldsoni;Donaldson Smith's Nightjar;Aves;Caprimulgiformes
895;2871;Caprimulgus europaeus;European Nightjar;Aves;Caprimulgiformes
896;2872;Caprimulgus eximius;Golden Nightjar;Aves;Caprimulgiformes
897;2873;Caprimulgus fossii;Square-tailed Nightjar;Aves;Caprimulgiformes
898;2874;Caprimulgus fraenatus;Sombre Nightjar;Aves;Caprimulgiformes
899;2875;Caprimulgus indicus;Jungle Nightjar;Aves;Caprimulgiformes
900;2876;Caprimulgus inornatus;Plain Nightjar;Aves;Caprimulgiformes
901;2877;Caprimulgus jotaka;Grey Nightjar;Aves;Caprimulgiformes
902;2878;Caprimulgus longipennis;Standard-winged Nightjar;Aves;Caprimulgiformes
903;2879;Caprimulgus macrurus;Large-tailed Nightjar;Aves;Caprimulgiformes
904;2884;Caprimulgus natalensis;Swamp Nightjar;Aves;Caprimulgiformes
905;2886;Caprimulgus nubicus;Nubian Nightjar;Aves;Caprimulgiformes
906;2887;Caprimulgus pectoralis;Fiery-necked Nightjar;Aves;Caprimulgiformes
907;2889;Caprimulgus poliocephalus;Montane Nightjar;Aves;Caprimulgiformes
908;2892;Caprimulgus ruficollis;Red-necked Nightjar;Aves;Caprimulgiformes
909;2893;Caprimulgus rufigena;Rufous-cheeked Nightjar;Aves;Caprimulgiformes
910;2895;Caprimulgus tristigma;Freckled Nightjar;Aves;Caprimulgiformes
911;2898;Capsiempis flaveola;Yellow Tyrannulet;Aves;Passeriformes
912;2900;Caracara plancus;Crested Caracara;Aves;Falconiformes
913;2909;Cardellina canadensis;Canada Warbler;Aves;Passeriformes
914;2910;Cardellina pusilla;Wilson's Warbler;Aves;Passeriformes
915;2912;Cardellina rubrifrons;Red-faced Warbler;Aves;Passeriformes
916;2914;Cardinalis cardinalis;Northern Cardinal;Aves;Passeriformes
917;2916;Cardinalis sinuatus;Pyrrhuloxia;Aves;Passeriformes
918;2919;Carduelis caniceps;Grey-crowned Goldfinch;Aves;Passeriformes
919;2920;Linaria cannabina;Common Linnet;Aves;Passeriformes
920;2922;Carduelis carduelis;European Goldfinch;Aves;Passeriformes
921;2923;Carduelis citrinella;Citril Finch;Aves;Passeriformes
922;2924;Carduelis corsicana;Corsican Finch;Aves;Passeriformes
923;2925;Spinus cucullatus;Red Siskin;Aves;Passeriformes
924;2927;Linaria flavirostris;Twite;Aves;Passeriformes
925;2929;Spinus pinus;Pine Siskin;Aves;Passeriformes
926;2931;Spinus spinus;Eurasian Siskin;Aves;Passeriformes
927;2934;Cariama cristata;Red-legged Seriema;Aves;Cariamiformes
928;2948;Carpodacus davidianus;Chinese Beautiful Rosefinch;Aves;Passeriformes
929;2949;Carpodacus dubius;Chinese White-browed Rosefinch;Aves;Passeriformes
930;2950;Carpodacus edwardsii;Dark-rumped Rosefinch;Aves;Passeriformes
931;2951;Carpodacus erythrinus;Common Rosefinch;Aves;Passeriformes
932;2953;Carpodacus grandis;Blyth's Rosefinch;Aves;Passeriformes
933;2954;Carpodacus pulcherrimus;Himalayan Beautiful Rosefinch;Aves;Passeriformes
934;2955;Carpodacus puniceus;Red-fronted Rosefinch;Aves;Passeriformes
935;2956;Carpodacus rhodochlamys;Red-mantled Rosefinch;Aves;Passeriformes
936;2957;Carpodacus roborowskii;Tibetan Rosefinch;Aves;Passeriformes
937;2958;Carpodacus rodochroa;Pink-browed Rosefinch;Aves;Passeriformes
938;2959;Carpodacus rodopeplus;Spot-winged Rosefinch;Aves;Passeriformes
939;2960;Carpodacus roseus;Pallas's Rosefinch;Aves;Passeriformes
940;2961;Carpodacus rubicilla;Great Rosefinch;Aves;Passeriformes
941;2962;Carpodacus rubicilloides;Streaked Rosefinch;Aves;Passeriformes
942;2963;Carpodacus sibiricus;Siberian Long-tailed Rosefinch;Aves;Passeriformes
943;2966;Carpodacus sipahi;Scarlet Finch;Aves;Passeriformes
944;2967;Carpodacus stoliczkae;Pale Rosefinch;Aves;Passeriformes
945;2968;Carpodacus subhimachalus;Crimson-browed Finch;Aves;Passeriformes
946;2969;Carpodacus synoicus;Sinai Rosefinch;Aves;Passeriformes
947;2970;Carpodacus thura;Himalayan White-browed Rosefinch;Aves;Passeriformes
948;2971;Carpodacus trifasciatus;Three-banded Rosefinch;Aves;Passeriformes
949;2973;Carpodacus vinaceus;Vinaceous Rosefinch;Aves;Passeriformes
950;2974;Carpodacus waltoni;Pink-rumped Rosefinch;Aves;Passeriformes
951;2979;Carpospiza brachydactyla;Pale Rockfinch;Aves;Passeriformes
952;2988;Caryothraustes canadensis;Yellow-green Grosbeak;Aves;Passeriformes
953;2993;Casiornis rufus;Rufous Casiornis;Aves;Passeriformes
954;2996;Castor canadensis;american beaver;Mammalia;Rodentia
955;2997;Castor fiber;Castor fiber;Mammalia;Rodentia
956;3002;Catamenia analis;Band-tailed Seedeater;Aves;Passeriformes
957;3008;Cathartes aura;Turkey Vulture;Aves;Accipitriformes
958;3011;Catharus aurantiirostris;Orange-billed Nightingale-Thrush;Aves;Passeriformes
959;3012;Catharus bicknelli;Bicknell's Thrush;Aves;Passeriformes
960;3017;Catharus fuscescens;Veery;Aves;Passeriformes
961;3019;Catharus guttatus;Hermit Thrush;Aves;Passeriformes
962;3021;Catharus minimus;Grey-cheeked Thrush;Aves;Passeriformes
963;3022;Catharus occidentalis;Russet Nightingale-Thrush;Aves;Passeriformes
964;3023;Catharus ustulatus;Swainson's Thrush;Aves;Passeriformes
965;3024;Catherpes mexicanus;Canyon Wren;Aves;Passeriformes
966;3027;Catreus wallichii;Cheer Pheasant;Aves;Galliformes
967;3028;Catriscus brevirostris;Fan-tailed Grassbird;Aves;Passeriformes
968;3038;Ceblepyris pectoralis;White-breasted Cuckooshrike;Aves;Passeriformes
969;3044;Cebus capucinus;white-faced capuchin;Mammalia;Primates
970;3045;Cebus imitator;Cebus imitator;Mammalia;Primates
971;3052;Cecropis abyssinica;Lesser Striped Swallow;Aves;Passeriformes
972;3054;Cecropis cucullata;Greater Striped Swallow;Aves;Passeriformes
973;3055;Cecropis daurica;Eastern Red-rumped Swallow;Aves;Passeriformes
974;3057;Cecropis melanocrissus;African Red-rumped Swallow;Aves;Passeriformes
975;3059;Cecropis semirufa;Red-breasted Swallow;Aves;Passeriformes
976;3060;Cecropis senegalensis;Mosque Swallow;Aves;Passeriformes
977;3061;Cecropis rufula;European Red-rumped Swallow;Aves;Passeriformes
978;3065;Celeus elegans;Chestnut Woodpecker;Aves;Piciformes
979;3066;Celeus flavescens;Blond-crested Woodpecker;Aves;Piciformes
980;3067;Celeus flavus;Cream-colored Woodpecker;Aves;Piciformes
981;3071;Celeus lugubris;Pale-crested Woodpecker;Aves;Piciformes
982;3073;Celeus ochraceus;Ochre-backed Woodpecker;Aves;Piciformes
983;3075;Celeus torquatus;Ringed Woodpecker;Aves;Piciformes
984;3076;Celeus undatus;Waved Woodpecker;Aves;Piciformes
985;3081;Centrocercus urophasianus;Sage Grouse;Aves;Galliformes
986;3093;Centronyx bairdii;Baird's Sparrow;Aves;Passeriformes
987;3094;Centronyx henslowii;Henslow's Sparrow;Aves;Passeriformes
988;3097;Centropus anselli;Gabon Coucal;Aves;Cuculiformes
989;3099;Centropus bengalensis;Lesser Coucal;Aves;Cuculiformes
990;3101;Centropus burchellii;Burchell's Coucal;Aves;Cuculiformes
991;3102;Centropus superciliosus;White-browed Coucal;Aves;Cuculiformes
992;3106;Centropus cupreicaudus;Coppery-tailed Coucal;Aves;Cuculiformes
993;3108;Centropus grillii;Black Coucal;Aves;Cuculiformes
994;3109;Centropus leucogaster;Black-throated Coucal;Aves;Cuculiformes
995;3113;Centropus monachus;Blue-headed Coucal;Aves;Cuculiformes
996;3115;Centropus phasianinus;Pheasant Coucal;Aves;Cuculiformes
997;3117;Centropus senegalensis;Senegal Coucal;Aves;Cuculiformes
998;3118;Centropus sinensis;Greater Coucal;Aves;Cuculiformes
999;3124;Centropus viridis;Philippine Coucal;Aves;Cuculiformes
1000;3132;Cephalopterus ornatus;Amazonian Umbrellabird;Aves;Passeriformes
1001;3134;Cephalopyrus flammiceps;Fire-capped Tit;Aves;Passeriformes
1002;3136;Cepphus columba;Pigeon Guillemot;Aves;Charadriiformes
1003;3137;Cepphus grylle;Black Guillemot;Aves;Charadriiformes
1004;3147;Ceratogymna atrata;Black-casqued Hornbill;Aves;Bucerotiformes
1005;3151;Ceratophrys ornata;Ceratophrys ornata;Amphibia;Anura
1006;3156;Ceratopipra erythrocephala;Golden-headed Manakin;Aves;Passeriformes
1007;3158;Ceratopipra rubrocapilla;Red-headed Manakin;Aves;Passeriformes
1008;3167;Cercococcyx mechowi;Dusky Long-tailed Cuckoo;Aves;Cuculiformes
1009;3169;Cercococcyx olivinus;Olive Long-tailed Cuckoo;Aves;Cuculiformes
1010;3172;Cercomacra cinerascens;Grey Antbird;Aves;Passeriformes
1011;3176;Cercomacra melanaria;Mato Grosso Antbird;Aves;Passeriformes
1012;3178;Cercomacroides nigrescens;Blackish Antbird;Aves;Passeriformes
1013;3182;Cercomacroides tyrannina;Dusky Antbird;Aves;Passeriformes
1014;3186;Cercopithecus mitis;blue monkey;Mammalia;Primates
1015;3187;Cercopithecus ascanius;black-cheeked white-nosed monkey;Mammalia;Primates
1016;3191;Cercopithecus lowei;Cercopithecus lowei;Mammalia;Primates
1017;3194;Cercopithecus nictitans;white-nosed guenon;Mammalia;Primates
1018;3198;Tychaedon barbata;Miombo Scrub-Robin;Aves;Passeriformes
1019;3202;Cercotrichas galactotes;Rufous-tailed Scrub Robin;Aves;Passeriformes
1020;3203;Cercotrichas hartlaubi;Brown-backed Scrub Robin;Aves;Passeriformes
1021;3204;Cercotrichas leucophrys;White-browed Scrub Robin;Aves;Passeriformes
1022;3207;Cercotrichas paena;Kalahari Scrub Robin;Aves;Passeriformes
1023;3208;Cercotrichas podobe;Black Scrub Robin;Aves;Passeriformes
1024;3209;Tychaedon quadrivirgata;Bearded Scrub-Robin;Aves;Passeriformes
1025;3213;Cerdocyon thous;Crab-eating Fox;Mammalia;Carnivora
1026;3214;Cereopsis novaehollandiae;Cape Barren Goose;Aves;Anseriformes
1027;3215;Cerorhinca monocerata;Rhinoceros Auklet;Aves;Charadriiformes
1028;3216;Certhia americana;Brown Creeper;Aves;Passeriformes
1029;3217;Certhia brachydactyla;Short-toed Treecreeper;Aves;Passeriformes
1030;3218;Certhia discolor;Sikkim Treecreeper;Aves;Passeriformes
1031;3219;Certhia familiaris;Eurasian Treecreeper;Aves;Passeriformes
1032;3220;Certhia himalayana;Bar-tailed Treecreeper;Aves;Passeriformes
1033;3221;Certhia hodgsoni;Hodgson's Treecreeper;Aves;Passeriformes
1034;3223;Certhia nipalensis;Rusty-flanked Treecreeper;Aves;Passeriformes
1035;3226;Certhiaxis cinnamomeus;Yellow-chinned Spinetail;Aves;Passeriformes
1036;3236;Certhionyx variegatus;Pied Honeyeater;Aves;Passeriformes
1037;3238;Cervus canadensis;Cervus canadensis;Mammalia;Artiodactyla
1038;3239;Cervus elaphus;Red Deer;Mammalia;Artiodactyla
1039;3240;Cervus nippon;Cervus nippon;Mammalia;Artiodactyla
1040;3241;Ceryle rudis;Pied Kingfisher;Aves;Coraciiformes
1041;3244;Horornis acanthizoides;Yellow-bellied Bush Warbler;Aves;Passeriformes
1042;3246;Cettia brunnifrons;Grey-sided Bush Warbler;Aves;Passeriformes
1043;3247;Cettia castaneocoronata;Chestnut-headed Tesia;Aves;Passeriformes
1044;3248;Cettia cetti;Cetti's Warbler;Aves;Passeriformes
1045;3250;Ceuthmochares aereus;Blue Malkoha;Aves;Cuculiformes
1046;3253;Ceyx azureus;Azure Kingfisher;Aves;Coraciiformes
1047;3257;Ceyx rufidorsa;Rufous-backed Dwarf Kingfisher;Aves;Coraciiformes
1048;3285;Chaetura brachyura;Short-tailed Swift;Aves;Apodiformes
1049;3286;Chaetura chapmani;Chapman's Swift;Aves;Apodiformes
1050;3287;Chaetura cinereiventris;Grey-rumped Swift;Aves;Apodiformes
1051;3288;Chaetura egregia;Pale-rumped Swift;Aves;Apodiformes
1052;3291;Chaetura meridionalis;Sick's Swift;Aves;Apodiformes
1053;3292;Chaetura pelagica;Chimney Swift;Aves;Apodiformes
1054;3293;Chaetura spinicaudus;Band-rumped Swift;Aves;Apodiformes
1055;3294;Chaetura vauxi;Vaux's Swift;Aves;Apodiformes
1056;3295;Phoenicurus leucocephalus;White-capped Redstart;Aves;Passeriformes
1057;3296;Chalcites basalis;Horsfield's Bronze Cuckoo;Aves;Cuculiformes
1058;3299;Chalcites lucidus;Shining Bronze Cuckoo;Aves;Cuculiformes
1059;3303;Chalcites minutillus;Little Bronze Cuckoo;Aves;Cuculiformes
1060;3305;Chalcites osculans;Black-eared Cuckoo;Aves;Cuculiformes
1061;3310;Chalcomitra amethystina;Amethyst Sunbird;Aves;Passeriformes
1062;3313;Chalcomitra hunteri;Hunter's Sunbird;Aves;Passeriformes
1063;3314;Chalcomitra rubescens;Green-throated Sunbird;Aves;Passeriformes
1064;3315;Chalcomitra senegalensis;Scarlet-chested Sunbird;Aves;Passeriformes
1065;3316;Chalcoparia singalensis;Ruby-cheeked Sunbird;Aves;Passeriformes
1066;3317;Chalcophaps indica;Common Emerald Dove;Aves;Columbiformes
1067;3341;Chamaea fasciata;Wrentit;Aves;Passeriformes
1068;3350;Muscicapa adusta;African Dusky Flycatcher;Aves;Passeriformes
1069;3353;Chamaeza campanisona;Short-tailed Antthrush;Aves;Passeriformes
1070;3369;Charadrius hiaticula;Common Ringed Plover;Aves;Charadriiformes
1071;3374;Charadrius melodus;Piping Plover;Aves;Charadriiformes
1072;3375;Zonibyx modestus;Rufous-chested Dotterel;Aves;Charadriiformes
1073;3379;Eudromias morinellus;Eurasian Dotterel;Aves;Charadriiformes
1074;3389;Charadrius semipalmatus;Semipalmated Plover;Aves;Charadriiformes
1075;3393;Charadrius vociferus;Killdeer;Aves;Charadriiformes
1076;3414;Chauna torquata;Southern Screamer;Aves;Anseriformes
1077;3418;Chelictinia riocourii;Scissor-tailed Kite;Aves;Accipitriformes
1078;3419;Chelidoptera tenebrosa;Swallow-winged Puffbird;Aves;Piciformes
1079;3420;Chelidorhynx hypoxanthus;Yellow-bellied Fantail;Aves;Passeriformes
1080;3424;Chenonetta jubata;Maned Duck;Aves;Anseriformes
1081;3427;Cheramoeca leucosterna;White-backed Swallow;Aves;Passeriformes
1082;3429;Chersomanes albofasciata;Spike-heeled Lark;Aves;Passeriformes
1083;3431;Chersophilus duponti;Dupont's Lark;Aves;Passeriformes
1084;3453;Chionis albus;Snowy Sheathbill;Aves;Charadriiformes
1085;3455;Chionomesa fimbriata;Glittering-throated Emerald;Aves;Apodiformes
1086;3456;Chionomesa lactea;Sapphire-spangled Emerald;Aves;Apodiformes
1087;3462;Chiromantis xerampelina;Chiromantis xerampelina;Amphibia;Anura
1088;3472;Chiroxiphia caudata;Blue Manakin;Aves;Passeriformes
1089;3476;Chiroxiphia pareola;Blue-backed Manakin;Aves;Passeriformes
1090;3478;Chlamydera guttata;Western Bowerbird;Aves;Passeriformes
1091;3480;Chlamydera maculata;Spotted Bowerbird;Aves;Passeriformes
1092;3481;Chlamydera nuchalis;Great Bowerbird;Aves;Passeriformes
1093;3487;Chlidonias albostriatus;Black-fronted Tern;Aves;Charadriiformes
1094;3488;Chlidonias hybrida;Whiskered Tern;Aves;Charadriiformes
1095;3489;Chlidonias leucopterus;White-winged Tern;Aves;Charadriiformes
1096;3490;Chlidonias niger;Black Tern;Aves;Charadriiformes
1097;3491;Chloealtis abdominalis;Chloealtis abdominalis;Insecta;Orthoptera
1098;3494;Chloebia gouldiae;Gouldian Finch;Aves;Passeriformes
1099;3496;Chloephaga hybrida;Kelp Goose;Aves;Anseriformes
1100;3497;Oressochen melanopterus;Andean Goose;Aves;Anseriformes
1101;3499;Chloephaga picta;Upland Goose;Aves;Anseriformes
1102;3500;Chloephaga poliocephala;Ashy-headed Goose;Aves;Anseriformes
1103;3501;Chloephaga rubidiceps;Ruddy-headed Goose;Aves;Anseriformes
1104;3503;Chlorestes candida;White-bellied Emerald;Aves;Apodiformes
1105;3504;Chlorestes cyanus;White-chinned Sapphire;Aves;Apodiformes
1106;3508;Chloris ambigua;Black-headed Greenfinch;Aves;Passeriformes
1107;3509;Chloris chloris;European Greenfinch;Aves;Passeriformes
1108;3511;Chloris sinica;Oriental Greenfinch;Aves;Passeriformes
1109;3513;Chloris spinoides;Yellow-breasted Greenfinch;Aves;Passeriformes
1110;3517;Chlorocebus pygerythrus;Chlorocebus pygerythrus;Mammalia;Primates
1111;3520;Chloroceryle aenea;American Pygmy Kingfisher;Aves;Coraciiformes
1112;3521;Chloroceryle amazona;Amazon Kingfisher;Aves;Coraciiformes
1113;3522;Chloroceryle americana;Green Kingfisher;Aves;Coraciiformes
1114;3523;Chloroceryle inda;Green-and-rufous Kingfisher;Aves;Coraciiformes
1115;3529;Chlorocichla flaviventris;Yellow-bellied Greenbul;Aves;Passeriformes
1116;3531;Chlorocichla simplex;Simple Greenbul;Aves;Passeriformes
1117;3538;Chlorophanes spiza;Green Honeycreeper;Aves;Passeriformes
1118;3539;Chlorophoneus bocagei;Bocage's Bushshrike;Aves;Passeriformes
1119;3545;Chlorophoneus olivaceus;Olive Bushshrike;Aves;Passeriformes
1120;3547;Chlorophoneus sulfureopectus;Orange-breasted Bushshrike;Aves;Passeriformes
1121;3550;Chlorophonia cyanea;Blue-naped Chlorophonia;Aves;Passeriformes
1122;3552;Chlorophonia elegantissima;Elegant Euphonia;Aves;Passeriformes
1123;3562;Chloropicus namaquus;Bearded Woodpecker;Aves;Piciformes
1124;3565;Chloropicus xantholophus;Yellow-crested Woodpecker;Aves;Piciformes
1125;3568;Chloropsis aurifrons;Golden-fronted Leafbird;Aves;Passeriformes
1126;3572;Chloropsis hardwickii;Orange-bellied Leafbird;Aves;Passeriformes
1127;3574;Chloropsis jerdoni;Jerdon's Leafbird;Aves;Passeriformes
1128;3577;Chloropsis moluccensis;Blue-winged Leafbird;Aves;Passeriformes
1129;3584;Chlorospingus flavopectus;Common Chlorospingus;Aves;Passeriformes
1130;3594;Chlorostilbon lucidus;Glittering-bellied Emerald;Aves;Apodiformes
1131;3596;Chlorostilbon mellisugus;Blue-tailed Emerald;Aves;Apodiformes
1132;3608;Paradoxornis unicolor;Brown Parrotbill;Aves;Passeriformes
1133;3610;Chondestes grammacus;Lark Sparrow;Aves;Passeriformes
1134;3613;Chondrohierax uncinatus;Hook-billed Kite;Aves;Accipitriformes
1135;3614;Chordeiles acutipennis;Lesser Nighthawk;Aves;Caprimulgiformes
1136;3615;Chordeiles gundlachii;Antillean Nighthawk;Aves;Caprimulgiformes
1137;3616;Chordeiles minor;Common Nighthawk;Aves;Caprimulgiformes
1138;3617;Chordeiles nacunda;Nacunda Nighthawk;Aves;Caprimulgiformes
1139;3618;Chordeiles pusillus;Least Nighthawk;Aves;Caprimulgiformes
1140;3621;Chorthippus albomarginatus;Chorthippus albomarginatus;Insecta;Orthoptera
1141;3624;Chorthippus apricarius;Chorthippus apricarius;Insecta;Orthoptera
1142;3625;Chorthippus biguttulus;Chorthippus biguttulus;Insecta;Orthoptera
1143;3628;Chorthippus brunneus;Chorthippus brunneus;Insecta;Orthoptera
1144;3633;Chorthippus dorsatus;Chorthippus dorsatus;Insecta;Orthoptera
1145;3644;Chorthippus maritimus;Chorthippus maritimus;Insecta;Orthoptera
1146;3647;Chorthippus mollis;Chorthippus mollis;Insecta;Orthoptera
1147;3651;Pseudochorthippus parallelus;Pseudochorthippus parallelus;Insecta;Orthoptera
1148;3659;Chorthippus vagans;Chorthippus vagans;Insecta;Orthoptera
1149;3667;Chremistica ochracea;Chremistica ochracea;Insecta;Hemiptera
1150;3670;Chroicocephalus brunnicephalus;Brown-headed Gull;Aves;Charadriiformes
1151;3671;Chroicocephalus bulleri;Black-billed Gull;Aves;Charadriiformes
1152;3672;Chroicocephalus cirrocephalus;Grey-headed Gull;Aves;Charadriiformes
1153;3673;Chroicocephalus genei;Slender-billed Gull;Aves;Charadriiformes
1154;3674;Chroicocephalus hartlaubii;Hartlaub's Gull;Aves;Charadriiformes
1155;3675;Chroicocephalus maculipennis;Brown-hooded Gull;Aves;Charadriiformes
1156;3676;Chroicocephalus novaehollandiae;Silver Gull;Aves;Charadriiformes
1157;3677;Chroicocephalus philadelphia;Bonaparte's Gull;Aves;Charadriiformes
1158;3679;Chroicocephalus ridibundus;Black-headed Gull;Aves;Charadriiformes
1159;3680;Saundersilarus saundersi;Saunders's Gull;Aves;Charadriiformes
1160;3682;Chroicocephalus serranus;Andean Gull;Aves;Charadriiformes
1161;3689;Chrysochraon dispar;Chrysochraon dispar;Insecta;Orthoptera
1162;3690;Chrysococcyx caprius;Diederik Cuckoo;Aves;Cuculiformes
1163;3691;Chrysococcyx cupreus;African Emerald Cuckoo;Aves;Cuculiformes
1164;3692;Chrysococcyx flavigularis;Yellow-throated Cuckoo;Aves;Cuculiformes
1165;3693;Chrysococcyx klaas;Klaas's Cuckoo;Aves;Cuculiformes
1166;3697;Chrysococcyx xanthorhynchus;Violet Cuckoo;Aves;Cuculiformes
1167;3699;Chrysocolaptes festivus;White-naped Woodpecker;Aves;Piciformes
1168;3700;Chrysocolaptes guttacristatus;Greater Flameback;Aves;Piciformes
1169;3710;Chrysocyon brachyurus;Maned Wolf;Mammalia;Carnivora
1170;3711;Chrysolampis mosquitus;Ruby-topaz Hummingbird;Aves;Apodiformes
1171;3713;Chrysolophus amherstiae;Lady Amherst's Pheasant;Aves;Galliformes
1172;3714;Chrysolophus pictus;Golden Pheasant;Aves;Galliformes
1173;3716;Chrysomma sinense;Yellow-eyed Babbler;Aves;Passeriformes
1174;3717;Chrysomus icterocephalus;Yellow-hooded Blackbird;Aves;Passeriformes
1175;3718;Chrysomus ruficapillus;Chestnut-capped Blackbird;Aves;Passeriformes
1176;3721;Chrysophlegma flavinucha;Greater Yellownape;Aves;Piciformes
1177;3723;Chrysophlegma miniaceum;Banded Woodpecker;Aves;Piciformes
1178;3737;Chrysuronia versicolor;Versicolored Emerald;Aves;Apodiformes
1179;3739;Cicada barbara;Cicada barbara;Insecta;Hemiptera
1180;3740;Cicada cretensis;Cicada cretensis;Insecta;Hemiptera
1181;3742;Cicada mordoganensis;Cicada mordoganensis;Insecta;Hemiptera
1182;3743;Cicada orni;Cicada orni;Insecta;Hemiptera
1183;3745;Cicadatra atra;Cicadatra atra;Insecta;Hemiptera
1184;3746;Cicadatra hyalina;Cicadatra hyalina;Insecta;Hemiptera
1185;3749;Cicadatra platyptera;Cicadatra platyptera;Insecta;Hemiptera
1186;3759;Cicadetta montana;Cicadetta montana;Insecta;Hemiptera
1187;3766;Strix huhula;Black-banded Owl;Aves;Strigiformes
1188;3770;Strix virgata;Mottled Owl;Aves;Strigiformes
1189;3772;Cichladusa arquata;Collared Palm Thrush;Aves;Passeriformes
1190;3773;Cichladusa guttata;Spotted Palm Thrush;Aves;Passeriformes
1191;3787;Ciconia ciconia;White Stork;Aves;Ciconiiformes
1192;3789;Ciconia maguari;Maguari Stork;Aves;Ciconiiformes
1193;3790;Ciconia nigra;Black Stork;Aves;Ciconiiformes
1194;3796;Cinclodes fuscus;Buff-winged Cinclodes;Aves;Passeriformes
1195;3804;Cinclodes oustaleti;Grey-flanked Cinclodes;Aves;Passeriformes
1196;3807;Cinclodes patagonicus;Dark-bellied Cinclodes;Aves;Passeriformes
1197;3809;Cincloramphus cruralis;Brown Songlark;Aves;Passeriformes
1198;3813;Cincloramphus mathewsi;Rufous Songlark;Aves;Passeriformes
1199;3820;Cinclosoma castaneothorax;Chestnut-breasted Quail-thrush;Aves;Passeriformes
1200;3821;Cinclosoma castanotum;Chestnut Quail-thrush;Aves;Passeriformes
1201;3822;Cinclosoma cinnamomeum;Cinnamon Quail-thrush;Aves;Passeriformes
1202;3823;Cinclosoma clarum;Copperback Quail-thrush;Aves;Passeriformes
1203;3824;Cinclosoma marginatum;Western Quail-thrush;Aves;Passeriformes
1204;3826;Cinclus cinclus;White-throated Dipper;Aves;Passeriformes
1205;3828;Cinclus mexicanus;American Dipper;Aves;Passeriformes
1206;3829;Cinclus pallasii;Brown Dipper;Aves;Passeriformes
1207;3835;Cinnyricinclus leucogaster;Violet-backed Starling;Aves;Passeriformes
1208;3836;Cinnyris afer;Greater Double-collared Sunbird;Aves;Passeriformes
1209;3837;Cinnyris asiaticus;Purple Sunbird;Aves;Passeriformes
1210;3840;Cinnyris bifasciatus;Purple-banded Sunbird;Aves;Passeriformes
1211;3844;Cinnyris chalybeus;Southern Double-collared Sunbird;Aves;Passeriformes
1212;3845;Cinnyris chloropygius;Olive-bellied Sunbird;Aves;Passeriformes
1213;3847;Cinnyris coccinigastrus;Splendid Sunbird;Aves;Passeriformes
1214;3851;Cinnyris cupreus;Copper Sunbird;Aves;Passeriformes
1215;3853;Cinnyris erythrocercus;Red-chested Sunbird;Aves;Passeriformes
1216;3854;Cinnyris frenatus;Sahul Sunbird;Aves;Passeriformes
1217;3856;Cinnyris fuscus;Dusky Sunbird;Aves;Passeriformes
1218;3858;Cinnyris habessinicus;Abyssinian Sunbird;Aves;Passeriformes
1219;3859;Cinnyris hellmayri;Arabian Sunbird;Aves;Passeriformes
1220;3863;Cinnyris johannae;Johanna's Sunbird;Aves;Passeriformes
1221;3864;Cinnyris jugularis;Garden Sunbird;Aves;Passeriformes
1222;3869;Cinnyris mariquensis;Marico Sunbird;Aves;Passeriformes
1223;3871;Cinnyris melanogastrus;Gorgeous Sunbird;Aves;Passeriformes
1224;3872;Cinnyris pulchellus;Beautiful Sunbird;Aves;Passeriformes
1225;3873;Cinnyris minullus;Tiny Sunbird;Aves;Passeriformes
1226;3875;Cinnyris nectarinioides;Black-bellied Sunbird;Aves;Passeriformes
1227;3878;Cinnyris ornatus;Ornate Sunbird;Aves;Passeriformes
1228;3879;Cinnyris osea;Palestine Sunbird;Aves;Passeriformes
1229;3883;Cinnyris reichenowi;Northern Double-collared Sunbird;Aves;Passeriformes
1230;3886;Cinnyris solaris;Flame-breasted Sunbird;Aves;Passeriformes
1231;3889;Cinnyris superbus;Superb Sunbird;Aves;Passeriformes
1232;3890;Cinnyris talatala;White-bellied Sunbird;Aves;Passeriformes
1233;3894;Cinnyris venustus;Variable Sunbird;Aves;Passeriformes
1234;3897;Circaetus cinerascens;Western Banded Snake Eagle;Aves;Accipitriformes
1235;3898;Circaetus cinereus;Brown Snake Eagle;Aves;Accipitriformes
1236;3900;Circaetus gallicus;Short-toed Snake Eagle;Aves;Accipitriformes
1237;3902;Circaetus spectabilis;Congo Snake-Eagle;Aves;Accipitriformes
1238;3905;Circus aeruginosus;Western Marsh Harrier;Aves;Accipitriformes
1239;3906;Circus approximans;Swamp Harrier;Aves;Accipitriformes
1240;3908;Circus buffoni;Long-winged Harrier;Aves;Accipitriformes
1241;3909;Circus cinereus;Cinereous Harrier;Aves;Accipitriformes
1242;3910;Circus cyaneus;Hen Harrier;Aves;Accipitriformes
1243;3911;Circus hudsonius;Northern Harrier;Aves;Accipitriformes
1244;3913;Circus macrourus;Pallid Harrier;Aves;Accipitriformes
1245;3915;Circus maurus;Black Harrier;Aves;Accipitriformes
1246;3917;Circus pygargus;Montagu's Harrier;Aves;Accipitriformes
1247;3919;Circus spilonotus;Eastern Marsh Harrier;Aves;Accipitriformes
1248;3923;Cissa chinensis;Common Green Magpie;Aves;Passeriformes
